"Plot Title: 21258495"
"#","Date Time, GMT-04:00","Temp, °C (LGR S/N: 21258495, SEN S/N: 21258495)","Intensity, lum/ft² (LGR S/N: 21258495, SEN S/N: 21258495)"
125,05/21/25 04:00:00 PM,10.063,216.0
126,05/21/25 04:15:00 PM,10.063,208.0
127,05/21/25 04:30:00 PM,10.063,336.0
128,05/21/25 04:45:00 PM,9.965,248.0
129,05/21/25 05:00:00 PM,10.063,144.0
130,05/21/25 05:15:00 PM,10.063,127.0
131,05/21/25 05:30:00 PM,10.063,78.0
132,05/21/25 05:45:00 PM,10.063,53.0
133,05/21/25 06:00:00 PM,10.063,38.0
134,05/21/25 06:15:00 PM,10.063,48.0
135,05/21/25 06:30:00 PM,10.063,55.0
136,05/21/25 06:45:00 PM,10.063,111.0
137,05/21/25 07:00:00 PM,10.063,91.0
138,05/21/25 07:15:00 PM,10.063,54.0
139,05/21/25 07:30:00 PM,10.063,22.0
140,05/21/25 07:45:00 PM,10.063,11.0
141,05/21/25 08:00:00 PM,10.063,3.0
142,05/21/25 08:15:00 PM,10.063,0.0
143,05/21/25 08:30:00 PM,10.063,0.0
144,05/21/25 08:45:00 PM,10.063,0.0
145,05/21/25 09:00:00 PM,10.063,0.0
146,05/21/25 09:15:00 PM,10.063,0.0
147,05/21/25 09:30:00 PM,10.063,0.0
148,05/21/25 09:45:00 PM,10.063,0.0
149,05/21/25 10:00:00 PM,10.063,0.0
150,05/21/25 10:15:00 PM,10.063,0.0
151,05/21/25 10:30:00 PM,10.063,0.0
152,05/21/25 10:45:00 PM,10.063,0.0
153,05/21/25 11:00:00 PM,10.063,0.0
154,05/21/25 11:15:00 PM,10.063,0.0
155,05/21/25 11:30:00 PM,10.063,0.0
156,05/21/25 11:45:00 PM,10.063,0.0
157,05/22/25 12:00:00 AM,10.063,0.0
158,05/22/25 12:15:00 AM,10.063,0.0
159,05/22/25 12:30:00 AM,10.063,0.0
160,05/22/25 12:45:00 AM,10.063,0.0
161,05/22/25 01:00:00 AM,10.063,0.0
162,05/22/25 01:15:00 AM,9.965,0.0
163,05/22/25 01:30:00 AM,9.965,0.0
164,05/22/25 01:45:00 AM,9.965,0.0
165,05/22/25 02:00:00 AM,9.965,0.0
166,05/22/25 02:15:00 AM,9.965,0.0
167,05/22/25 02:30:00 AM,9.965,0.0
168,05/22/25 02:45:00 AM,9.965,0.0
169,05/22/25 03:00:00 AM,9.965,0.0
170,05/22/25 03:15:00 AM,9.965,0.0
171,05/22/25 03:30:00 AM,9.965,0.0
172,05/22/25 03:45:00 AM,9.965,0.0
173,05/22/25 04:00:00 AM,9.965,0.0
174,05/22/25 04:15:00 AM,10.063,0.0
175,05/22/25 04:30:00 AM,10.063,0.0
176,05/22/25 04:45:00 AM,10.063,0.0
177,05/22/25 05:00:00 AM,10.063,0.0
178,05/22/25 05:15:00 AM,10.063,1.0
179,05/22/25 05:30:00 AM,10.063,6.0
180,05/22/25 05:45:00 AM,10.063,12.0
181,05/22/25 06:00:00 AM,10.063,17.0
182,05/22/25 06:15:00 AM,10.063,26.0
183,05/22/25 06:30:00 AM,10.063,51.0
184,05/22/25 06:45:00 AM,10.063,41.0
185,05/22/25 07:00:00 AM,10.063,47.0
186,05/22/25 07:15:00 AM,10.063,62.0
187,05/22/25 07:30:00 AM,10.063,57.0
188,05/22/25 07:45:00 AM,10.063,60.0
189,05/22/25 08:00:00 AM,10.063,79.0
190,05/22/25 08:15:00 AM,10.063,77.0
191,05/22/25 08:30:00 AM,10.063,70.0
192,05/22/25 08:45:00 AM,10.063,119.0
193,05/22/25 09:00:00 AM,10.063,128.0
194,05/22/25 09:15:00 AM,10.063,112.0
195,05/22/25 09:30:00 AM,10.063,136.0
196,05/22/25 09:45:00 AM,10.063,128.0
197,05/22/25 10:00:00 AM,10.063,160.0
198,05/22/25 10:15:00 AM,10.063,136.0
199,05/22/25 10:30:00 AM,10.063,152.0
200,05/22/25 10:45:00 AM,10.063,160.0
201,05/22/25 11:00:00 AM,10.063,168.0
202,05/22/25 11:15:00 AM,10.161,320.0
203,05/22/25 11:30:00 AM,10.161,304.0
204,05/22/25 11:45:00 AM,10.259,512.0
205,05/22/25 12:00:00 PM,10.259,576.0
206,05/22/25 12:15:00 PM,10.259,480.0
207,05/22/25 12:30:00 PM,10.259,480.0
208,05/22/25 12:45:00 PM,10.259,496.0
209,05/22/25 01:00:00 PM,10.161,448.0
210,05/22/25 01:15:00 PM,10.161,384.0
211,05/22/25 01:30:00 PM,10.161,336.0
212,05/22/25 01:45:00 PM,10.161,368.0
213,05/22/25 02:00:00 PM,10.161,384.0
214,05/22/25 02:15:00 PM,10.063,256.0
215,05/22/25 02:30:00 PM,10.063,232.0
216,05/22/25 02:45:00 PM,10.063,272.0
217,05/22/25 03:00:00 PM,10.063,224.0
218,05/22/25 03:15:00 PM,10.063,224.0
219,05/22/25 03:30:00 PM,10.063,192.0
220,05/22/25 03:45:00 PM,10.063,168.0
221,05/22/25 04:00:00 PM,10.063,110.0
222,05/22/25 04:15:00 PM,9.965,93.0
223,05/22/25 04:30:00 PM,9.965,120.0
224,05/22/25 04:45:00 PM,9.965,95.0
225,05/22/25 05:00:00 PM,9.965,136.0
226,05/22/25 05:15:00 PM,9.965,104.0
227,05/22/25 05:30:00 PM,9.965,80.0
228,05/22/25 05:45:00 PM,9.965,26.0
229,05/22/25 06:00:00 PM,9.965,37.0
230,05/22/25 06:15:00 PM,9.965,19.0
231,05/22/25 06:30:00 PM,9.965,16.0
232,05/22/25 06:45:00 PM,9.965,12.0
233,05/22/25 07:00:00 PM,9.965,9.0
234,05/22/25 07:15:00 PM,9.965,5.0
235,05/22/25 07:30:00 PM,9.965,1.0
236,05/22/25 07:45:00 PM,9.965,0.0
237,05/22/25 08:00:00 PM,9.965,0.0
238,05/22/25 08:15:00 PM,9.965,0.0
239,05/22/25 08:30:00 PM,9.965,0.0
240,05/22/25 08:45:00 PM,9.965,0.0
241,05/22/25 09:00:00 PM,9.965,0.0
242,05/22/25 09:15:00 PM,9.965,0.0
243,05/22/25 09:30:00 PM,9.965,0.0
244,05/22/25 09:45:00 PM,9.965,0.0
245,05/22/25 10:00:00 PM,9.965,0.0
246,05/22/25 10:15:00 PM,9.965,0.0
247,05/22/25 10:30:00 PM,9.965,0.0
248,05/22/25 10:45:00 PM,9.965,0.0
249,05/22/25 11:00:00 PM,9.965,0.0
250,05/22/25 11:15:00 PM,9.965,0.0
251,05/22/25 11:30:00 PM,9.965,0.0
252,05/22/25 11:45:00 PM,9.965,0.0
253,05/23/25 12:00:00 AM,9.965,0.0
254,05/23/25 12:15:00 AM,9.965,0.0
255,05/23/25 12:30:00 AM,9.866,0.0
256,05/23/25 12:45:00 AM,9.965,0.0
257,05/23/25 01:00:00 AM,9.866,0.0
258,05/23/25 01:15:00 AM,9.866,0.0
259,05/23/25 01:30:00 AM,9.866,0.0
260,05/23/25 01:45:00 AM,9.866,0.0
261,05/23/25 02:00:00 AM,9.866,0.0
262,05/23/25 02:15:00 AM,9.866,0.0
263,05/23/25 02:30:00 AM,9.768,0.0
264,05/23/25 02:45:00 AM,9.866,0.0
265,05/23/25 03:00:00 AM,9.768,0.0
266,05/23/25 03:15:00 AM,9.866,0.0
267,05/23/25 03:30:00 AM,9.866,0.0
268,05/23/25 03:45:00 AM,9.866,0.0
269,05/23/25 04:00:00 AM,9.768,0.0
270,05/23/25 04:15:00 AM,9.866,0.0
271,05/23/25 04:30:00 AM,9.768,0.0
272,05/23/25 04:45:00 AM,9.768,0.0
273,05/23/25 05:00:00 AM,9.768,0.0
274,05/23/25 05:15:00 AM,9.768,0.0
275,05/23/25 05:30:00 AM,9.768,0.0
276,05/23/25 05:45:00 AM,9.768,3.0
277,05/23/25 06:00:00 AM,9.768,5.0
278,05/23/25 06:15:00 AM,9.768,8.0
279,05/23/25 06:30:00 AM,9.768,9.0
280,05/23/25 06:45:00 AM,9.768,9.0
281,05/23/25 07:00:00 AM,9.768,16.0
282,05/23/25 07:15:00 AM,9.768,15.0
283,05/23/25 07:30:00 AM,9.768,6.0
284,05/23/25 07:45:00 AM,9.768,19.0
285,05/23/25 08:00:00 AM,9.768,32.0
286,05/23/25 08:15:00 AM,9.768,23.0
287,05/23/25 08:30:00 AM,9.768,35.0
288,05/23/25 08:45:00 AM,9.768,27.0
289,05/23/25 09:00:00 AM,9.768,51.0
290,05/23/25 09:15:00 AM,9.768,75.0
291,05/23/25 09:30:00 AM,9.768,58.0
292,05/23/25 09:45:00 AM,9.768,76.0
293,05/23/25 10:00:00 AM,9.768,95.0
294,05/23/25 10:15:00 AM,9.768,108.0
295,05/23/25 10:30:00 AM,9.866,136.0
296,05/23/25 10:45:00 AM,9.866,107.0
297,05/23/25 11:00:00 AM,9.866,115.0
298,05/23/25 11:15:00 AM,9.866,288.0
299,05/23/25 11:30:00 AM,9.965,672.0
300,05/23/25 11:45:00 AM,9.965,416.0
301,05/23/25 12:00:00 PM,10.063,896.0
302,05/23/25 12:15:00 PM,10.063,416.0
303,05/23/25 12:30:00 PM,10.259,1536.0
304,05/23/25 12:45:00 PM,10.259,864.0
305,05/23/25 01:00:00 PM,10.357,672.0
306,05/23/25 01:15:00 PM,10.161,512.0
307,05/23/25 01:30:00 PM,10.455,1152.0
308,05/23/25 01:45:00 PM,10.455,1088.0
309,05/23/25 02:00:00 PM,10.553,704.0
310,05/23/25 02:15:00 PM,10.553,1024.0
311,05/23/25 02:30:00 PM,10.357,672.0
312,05/23/25 02:45:00 PM,10.259,336.0
313,05/23/25 03:00:00 PM,10.259,224.0
314,05/23/25 03:15:00 PM,10.357,272.0
315,05/23/25 03:30:00 PM,9.965,352.0
316,05/23/25 03:45:00 PM,10.259,480.0
317,05/23/25 04:00:00 PM,9.965,256.0
318,05/23/25 04:15:00 PM,9.965,240.0
319,05/23/25 04:30:00 PM,9.965,368.0
320,05/23/25 04:45:00 PM,9.965,320.0
321,05/23/25 05:00:00 PM,9.866,232.0
322,05/23/25 05:15:00 PM,9.866,117.0
323,05/23/25 05:30:00 PM,9.866,66.0
324,05/23/25 05:45:00 PM,9.866,64.0
325,05/23/25 06:00:00 PM,9.768,21.0
326,05/23/25 06:15:00 PM,9.866,23.0
327,05/23/25 06:30:00 PM,9.768,9.0
328,05/23/25 06:45:00 PM,9.768,7.0
329,05/23/25 07:00:00 PM,9.768,8.0
330,05/23/25 07:15:00 PM,9.768,2.0
331,05/23/25 07:30:00 PM,9.768,1.0
332,05/23/25 07:45:00 PM,9.768,0.0
333,05/23/25 08:00:00 PM,9.768,0.0
334,05/23/25 08:15:00 PM,9.768,0.0
335,05/23/25 08:30:00 PM,9.768,0.0
336,05/23/25 08:45:00 PM,9.768,0.0
337,05/23/25 09:00:00 PM,9.768,0.0
338,05/23/25 09:15:00 PM,9.768,0.0
339,05/23/25 09:30:00 PM,9.768,0.0
340,05/23/25 09:45:00 PM,9.768,0.0
341,05/23/25 10:00:00 PM,9.866,0.0
342,05/23/25 10:15:00 PM,9.866,0.0
343,05/23/25 10:30:00 PM,9.866,0.0
344,05/23/25 10:45:00 PM,9.866,0.0
345,05/23/25 11:00:00 PM,9.866,0.0
346,05/23/25 11:15:00 PM,9.866,0.0
347,05/23/25 11:30:00 PM,9.866,0.0
348,05/23/25 11:45:00 PM,9.866,0.0
349,05/24/25 12:00:00 AM,9.866,0.0
350,05/24/25 12:15:00 AM,9.866,0.0
351,05/24/25 12:30:00 AM,9.866,0.0
352,05/24/25 12:45:00 AM,9.965,0.0
353,05/24/25 01:00:00 AM,9.965,0.0
354,05/24/25 01:15:00 AM,10.063,0.0
355,05/24/25 01:30:00 AM,10.063,0.0
356,05/24/25 01:45:00 AM,10.063,0.0
357,05/24/25 02:00:00 AM,10.063,0.0
358,05/24/25 02:15:00 AM,10.063,0.0
359,05/24/25 02:30:00 AM,10.063,0.0
360,05/24/25 02:45:00 AM,10.063,0.0
361,05/24/25 03:00:00 AM,10.063,0.0
362,05/24/25 03:15:00 AM,10.063,0.0
363,05/24/25 03:30:00 AM,10.063,0.0
364,05/24/25 03:45:00 AM,10.063,0.0
365,05/24/25 04:00:00 AM,10.063,0.0
366,05/24/25 04:15:00 AM,10.063,0.0
367,05/24/25 04:30:00 AM,10.063,0.0
368,05/24/25 04:45:00 AM,10.063,0.0
369,05/24/25 05:00:00 AM,10.063,0.0
370,05/24/25 05:15:00 AM,10.063,2.0
371,05/24/25 05:30:00 AM,10.063,10.0
372,05/24/25 05:45:00 AM,10.063,20.0
373,05/24/25 06:00:00 AM,10.063,31.0
374,05/24/25 06:15:00 AM,10.063,38.0
375,05/24/25 06:30:00 AM,10.063,44.0
376,05/24/25 06:45:00 AM,10.063,44.0
377,05/24/25 07:00:00 AM,10.063,46.0
378,05/24/25 07:15:00 AM,10.063,60.0
379,05/24/25 07:30:00 AM,10.063,66.0
380,05/24/25 07:45:00 AM,10.063,104.0
381,05/24/25 08:00:00 AM,10.063,128.0
382,05/24/25 08:15:00 AM,10.063,136.0
383,05/24/25 08:30:00 AM,9.965,114.0
384,05/24/25 08:45:00 AM,9.965,119.0
385,05/24/25 09:00:00 AM,9.965,136.0
386,05/24/25 09:15:00 AM,10.063,136.0
387,05/24/25 09:30:00 AM,10.161,136.0
388,05/24/25 09:45:00 AM,10.161,128.0
389,05/24/25 10:00:00 AM,10.161,176.0
390,05/24/25 10:15:00 AM,10.063,192.0
391,05/24/25 10:30:00 AM,10.161,208.0
392,05/24/25 10:45:00 AM,10.063,432.0
393,05/24/25 11:00:00 AM,10.063,448.0
394,05/24/25 11:15:00 AM,10.161,352.0
395,05/24/25 11:30:00 AM,10.259,304.0
396,05/24/25 11:45:00 AM,10.357,448.0
397,05/24/25 12:00:00 PM,10.357,192.0
398,05/24/25 12:15:00 PM,10.357,184.0
399,05/24/25 12:30:00 PM,10.455,384.0
400,05/24/25 12:45:00 PM,10.455,480.0
401,05/24/25 01:00:00 PM,10.455,304.0
402,05/24/25 01:15:00 PM,10.357,384.0
403,05/24/25 01:30:00 PM,10.357,256.0
404,05/24/25 01:45:00 PM,10.553,800.0
405,05/24/25 02:00:00 PM,10.846,432.0
406,05/24/25 02:15:00 PM,11.041,704.0
407,05/24/25 02:30:00 PM,11.334,1280.0
408,05/24/25 02:45:00 PM,11.139,336.0
409,05/24/25 03:00:00 PM,11.236,608.0
410,05/24/25 03:15:00 PM,11.625,1984.0
411,05/24/25 03:30:00 PM,11.236,192.0
412,05/24/25 03:45:00 PM,11.334,448.0
413,05/24/25 04:00:00 PM,11.139,152.0
414,05/24/25 04:15:00 PM,11.236,496.0
415,05/24/25 04:30:00 PM,11.139,288.0
416,05/24/25 04:45:00 PM,10.944,352.0
417,05/24/25 05:00:00 PM,10.944,352.0
418,05/24/25 05:15:00 PM,10.651,304.0
419,05/24/25 05:30:00 PM,11.041,160.0
420,05/24/25 05:45:00 PM,11.041,152.0
421,05/24/25 06:00:00 PM,10.944,144.0
422,05/24/25 06:15:00 PM,10.944,128.0
423,05/24/25 06:30:00 PM,10.944,93.0
424,05/24/25 06:45:00 PM,10.553,83.0
425,05/24/25 07:00:00 PM,10.651,53.0
426,05/24/25 07:15:00 PM,10.651,21.0
427,05/24/25 07:30:00 PM,10.357,14.0
428,05/24/25 07:45:00 PM,10.063,8.0
429,05/24/25 08:00:00 PM,10.063,1.0
430,05/24/25 08:15:00 PM,10.063,0.0
431,05/24/25 08:30:00 PM,10.161,0.0
432,05/24/25 08:45:00 PM,10.161,0.0
433,05/24/25 09:00:00 PM,10.063,0.0
434,05/24/25 09:15:00 PM,10.161,0.0
435,05/24/25 09:30:00 PM,10.161,0.0
436,05/24/25 09:45:00 PM,10.161,0.0
437,05/24/25 10:00:00 PM,10.161,0.0
438,05/24/25 10:15:00 PM,10.161,0.0
439,05/24/25 10:30:00 PM,10.161,0.0
440,05/24/25 10:45:00 PM,10.161,0.0
441,05/24/25 11:00:00 PM,10.161,0.0
442,05/24/25 11:15:00 PM,10.161,0.0
443,05/24/25 11:30:00 PM,10.063,0.0
444,05/24/25 11:45:00 PM,10.161,0.0
445,05/25/25 12:00:00 AM,10.161,0.0
446,05/25/25 12:15:00 AM,10.161,0.0
447,05/25/25 12:30:00 AM,10.161,0.0
448,05/25/25 12:45:00 AM,10.161,0.0
449,05/25/25 01:00:00 AM,10.161,0.0
450,05/25/25 01:15:00 AM,10.161,0.0
451,05/25/25 01:30:00 AM,10.161,0.0
452,05/25/25 01:45:00 AM,10.259,0.0
453,05/25/25 02:00:00 AM,10.455,0.0
454,05/25/25 02:15:00 AM,10.748,0.0
455,05/25/25 02:30:00 AM,10.748,0.0
456,05/25/25 02:45:00 AM,10.748,0.0
457,05/25/25 03:00:00 AM,10.748,0.0
458,05/25/25 03:15:00 AM,10.748,0.0
459,05/25/25 03:30:00 AM,10.748,0.0
460,05/25/25 03:45:00 AM,10.748,0.0
461,05/25/25 04:00:00 AM,10.748,0.0
462,05/25/25 04:15:00 AM,10.748,0.0
463,05/25/25 04:30:00 AM,10.651,0.0
464,05/25/25 04:45:00 AM,10.748,0.0
465,05/25/25 05:00:00 AM,10.651,1.0
466,05/25/25 05:15:00 AM,10.553,10.0
467,05/25/25 05:30:00 AM,10.455,24.0
468,05/25/25 05:45:00 AM,10.455,38.0
469,05/25/25 06:00:00 AM,10.455,80.0
470,05/25/25 06:15:00 AM,10.455,152.0
471,05/25/25 06:30:00 AM,10.455,136.0
472,05/25/25 06:45:00 AM,10.455,136.0
473,05/25/25 07:00:00 AM,10.455,208.0
474,05/25/25 07:15:00 AM,10.455,232.0
475,05/25/25 07:30:00 AM,10.455,248.0
476,05/25/25 07:45:00 AM,10.455,256.0
477,05/25/25 08:00:00 AM,10.455,288.0
478,05/25/25 08:15:00 AM,10.455,304.0
479,05/25/25 08:30:00 AM,10.553,336.0
480,05/25/25 08:45:00 AM,10.553,352.0
481,05/25/25 09:00:00 AM,10.553,352.0
482,05/25/25 09:15:00 AM,10.357,400.0
483,05/25/25 09:30:00 AM,10.357,416.0
484,05/25/25 09:45:00 AM,10.455,448.0
485,05/25/25 10:00:00 AM,10.357,336.0
486,05/25/25 10:15:00 AM,10.455,608.0
487,05/25/25 10:30:00 AM,10.455,608.0
488,05/25/25 10:45:00 AM,10.259,608.0
489,05/25/25 11:00:00 AM,10.063,208.0
490,05/25/25 11:15:00 AM,9.965,136.0
491,05/25/25 11:30:00 AM,9.965,336.0
492,05/25/25 11:45:00 AM,9.965,480.0
493,05/25/25 12:00:00 PM,9.965,352.0
494,05/25/25 12:15:00 PM,9.965,94.0
495,05/25/25 12:30:00 PM,10.063,117.0
496,05/25/25 12:45:00 PM,10.063,288.0
497,05/25/25 01:00:00 PM,9.866,256.0
498,05/25/25 01:15:00 PM,10.063,368.0
499,05/25/25 01:30:00 PM,10.259,400.0
500,05/25/25 01:45:00 PM,10.553,384.0
501,05/25/25 02:00:00 PM,10.846,512.0
502,05/25/25 02:15:00 PM,11.041,704.0
503,05/25/25 02:30:00 PM,11.139,576.0
504,05/25/25 02:45:00 PM,11.334,896.0
505,05/25/25 03:00:00 PM,11.431,864.0
506,05/25/25 03:15:00 PM,11.431,896.0
507,05/25/25 03:30:00 PM,11.528,1088.0
508,05/25/25 03:45:00 PM,11.431,576.0
509,05/25/25 04:00:00 PM,11.431,608.0
510,05/25/25 04:15:00 PM,11.431,800.0
511,05/25/25 04:30:00 PM,11.041,608.0
512,05/25/25 04:45:00 PM,11.236,672.0
513,05/25/25 05:00:00 PM,11.236,608.0
514,05/25/25 05:15:00 PM,11.041,304.0
515,05/25/25 05:30:00 PM,11.041,336.0
516,05/25/25 05:45:00 PM,10.846,320.0
517,05/25/25 06:00:00 PM,10.748,288.0
518,05/25/25 06:15:00 PM,10.846,288.0
519,05/25/25 06:30:00 PM,10.846,176.0
520,05/25/25 06:45:00 PM,10.846,128.0
521,05/25/25 07:00:00 PM,10.944,67.0
522,05/25/25 07:15:00 PM,10.944,56.0
523,05/25/25 07:30:00 PM,10.651,16.0
524,05/25/25 07:45:00 PM,10.357,5.0
525,05/25/25 08:00:00 PM,9.965,1.0
526,05/25/25 08:15:00 PM,9.866,0.0
527,05/25/25 08:30:00 PM,9.669,0.0
528,05/25/25 08:45:00 PM,9.472,0.0
529,05/25/25 09:00:00 PM,9.472,0.0
530,05/25/25 09:15:00 PM,9.373,0.0
531,05/25/25 09:30:00 PM,9.373,0.0
532,05/25/25 09:45:00 PM,9.275,0.0
533,05/25/25 10:00:00 PM,9.275,0.0
534,05/25/25 10:15:00 PM,9.373,0.0
535,05/25/25 10:30:00 PM,9.373,0.0
536,05/25/25 10:45:00 PM,9.373,0.0
537,05/25/25 11:00:00 PM,9.373,0.0
538,05/25/25 11:15:00 PM,9.373,0.0
539,05/25/25 11:30:00 PM,9.373,0.0
540,05/25/25 11:45:00 PM,9.373,0.0
541,05/26/25 12:00:00 AM,9.373,0.0
542,05/26/25 12:15:00 AM,9.373,0.0
543,05/26/25 12:30:00 AM,9.373,0.0
544,05/26/25 12:45:00 AM,9.472,0.0
545,05/26/25 01:00:00 AM,9.472,0.0
546,05/26/25 01:15:00 AM,10.357,0.0
547,05/26/25 01:30:00 AM,10.553,0.0
548,05/26/25 01:45:00 AM,10.553,0.0
549,05/26/25 02:00:00 AM,10.455,0.0
550,05/26/25 02:15:00 AM,10.553,0.0
551,05/26/25 02:30:00 AM,10.651,0.0
