date.collected,state,town,site.id,sampler.initials,org.name,latitude,longitude,shoot.no,shoot.length.cm,rhipidium.no,rhipidium.height.cm,spathe.id,spathe.stage.PS,spathe.stage.0,spathe.stage.1,spathe.stage.2,spathe.stage.3,spathe.stage.4,spathe.stage.5,spathe.stage.6,spathe.stage.7,spathe.stage.unk,no.seeds,no.ovules.w.stigma,notes
5/7/2024,MA,Gloucester,DC,FS.IS,MA Division of Marine Fisheries,42.66801,-70.67422,4,54,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Gloucester,DC,FS.IS,MA Division of Marine Fisheries,42.66801,-70.67422,4,54,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Gloucester,DC,FS.IS,MA Division of Marine Fisheries,42.66801,-70.67422,4,54,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Gloucester,DC,FS.IS,MA Division of Marine Fisheries,42.66801,-70.67422,5,49.5,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Gloucester,DC,FS.IS,MA Division of Marine Fisheries,42.66801,-70.67422,5,49.5,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Gloucester,DC,FS.IS,MA Division of Marine Fisheries,42.66801,-70.67422,5,49.5,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,1,78,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,1,78,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,1,78,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,2,72.5,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,2,72.5,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,3,88.5,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,3,88.5,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,3,88.5,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,3,88.5,4,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,4,80,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,4,80,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,4,80,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,5,80,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,5,80,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/7/2024,MA,Beverly,WB,FS.KF,MA Division of Marine Fisheries,42.55635,-70.80848,5,80,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,1,5,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,1,5,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,2,8,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,2,8,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,3,19,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,3,19,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,4,30,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,5,39,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,1,72,5,39,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,2,51,1,0,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,2,51,2,6,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,2,51,3,11,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,2,51,4,14,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,2,51,4,14,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,3,55,1,3,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,3,55,2,10,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,3,55,3,17,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,3,55,4,20,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,4,53.5,1,6.5,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,4,53.5,2,13,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,4,53.5,3,18,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,4,53.5,3,18,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,5,62.5,1,7,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,5,62.5,2,14.5,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,5,62.5,3,24,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,CI,FS.IS,MA Division of Marine Fisheries,42.00146,-70.64148,5,62.5,3,24,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,1,45,1,NA,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,1,45,1,NA,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,1,45,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,1,45,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,1,45,4,NA,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,1,45,4,NA,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,2,72,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,2,72,2,NA,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,2,72,2,NA,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,2,72,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,2,72,4,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,2,72,5,NA,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,2,72,5,NA,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,3,56,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,3,56,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,3,56,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,3,56,4,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,4,42.5,1,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,4,42.5,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,4,42.5,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,4,42.5,4,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,4,42.5,5,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,5,53,1,NA,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,5,53,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,5,53,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,5,53,4,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,6,47.5,1,NA,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,6,47.5,1,NA,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,6,47.5,2,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,6,47.5,3,NA,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,6,47.5,4,NA,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Lynn,LH,FS.KF,MA Division of Marine Fisheries,42.43701,-70.95276,6,47.5,4,NA,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,1,51,1,9,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,1,51,2,17,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,1,51,3,27,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,1,51,4,31,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,2,45,1,13,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,3,38,1,11,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,4,40,1,6,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,4,40,2,8,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,4,40,3,10,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,PC,FS.IS,MA Division of Marine Fisheries,41.98567,-70.68233,5,28,1,10,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,1,33.5,1,5,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,1,33.5,2,9.5,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,1,33.5,3,14.5,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,1,33.5,3,14.5,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,2,44,1,13,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,2,44,2,20,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,3,48,1,7,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,3,48,2,16,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,3,48,3,22,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,3,48,4,29,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,3,48,4,29,B,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,4,51,1,14,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,4,51,2,20,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,4,51,3,28,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,5,25.5,1,11,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/15/2024,MA,Plymouth,SH,FS.IS,MA Division of Marine Fisheries,42.00343,-70.61506,5,25.5,2,17,A,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,1,10,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,2,14,A,0,0,1,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,2,14,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,3,21,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,4,24,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,4,24,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,5,29,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,5,29,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,6,41,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,6,41,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,7,50,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,8,54,A,0,1,0,0,0,0,0,0,0,0,0,0,NA
5/28/2024,MA,Plymouth,CI,IS.KF,MA Division of Marine Fisheries,42.00146,-70.64148,1,94.5,8,54,B,1,0,0,0,0,0,0,0,0,0,0,0,NA
