date.collected,state,town,site.id,sampler.initials,org.name,latitude,longitude,sea.temperature.C,quadrat.no,shoot.type,quadrat.size,shoot.no,DO mg/l,Salinity,notes,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,5,reproductive,0.25,22,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,6,reproductive,0.25,6,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,7,reproductive,0.25,4,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,8,reproductive,0.25,0,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,1,vegetative,0.0625,25,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,2,vegetative,0.0625,15,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,3,vegetative,0.0625,14,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,4,vegetative,0.0625,34,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,5,vegetative,0.0625,39,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,6,vegetative,0.0625,22,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,7,vegetative,0.0625,24,8.63,30.83,,
6/25/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,17.9,8,vegetative,0.0625,35,8.63,30.83,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,1,reproductive,0.25,0,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,2,reproductive,0.25,5,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,3,reproductive,0.25,2,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,4,reproductive,0.25,8,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,5,reproductive,0.25,11,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,6,reproductive,0.25,14,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,7,reproductive,0.25,3,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,8,reproductive,0.25,4,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,1,vegetative,0.0625,13,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,2,vegetative,0.0625,12,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,3,vegetative,0.0625,17,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,4,vegetative,0.0625,2,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,5,vegetative,0.0625,32,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,6,vegetative,0.0625,22,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,7,vegetative,0.0625,15,8.43,29.6,,
7/1/2024,RI,South Kingstown,CL,TF.SO,RI Division of Marine Fisheries,41.380007,-71.516065,21,8,vegetative,0.0625,14,8.43,29.6,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,1,reproductive,0.25,0,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,2,reproductive,0.25,8,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,3,reproductive,0.25,14,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,4,reproductive,0.25,5,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,5,reproductive,0.25,8,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,6,reproductive,0.25,2,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,7,reproductive,0.25,5,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,8,reproductive,0.25,10,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,1,vegetative,0.0625,20,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,2,vegetative,0.0625,18,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,3,vegetative,0.0625,27,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,4,vegetative,0.0625,17,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,5,vegetative,0.0625,3,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,6,vegetative,0.0625,20,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,7,vegetative,0.0625,20,8.72,30.1,,
7/8/2024,RI,South Kingstown,CL,TF.PM,RI Division of Marine Fisheries,41.380007,-71.516065,20.8,8,vegetative,0.0625,15,8.72,30.1,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,1,reproductive,0.25,0,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,2,reproductive,0.25,0,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,3,reproductive,0.25,1,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,4,reproductive,0.25,3,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,5,reproductive,0.25,6,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,6,reproductive,0.25,0,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,7,reproductive,0.25,0,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,8,reproductive,0.25,1,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,1,vegetative,0.0625,0,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,2,vegetative,0.0625,20,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,3,vegetative,0.0625,33,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,4,vegetative,0.0625,25,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,5,vegetative,0.0625,36,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,6,vegetative,0.0625,47,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,7,vegetative,0.0625,32,9.23,30.96,,
7/15/2024,RI,South Kingstown,CL,JA.EF,RI Division of Marine Fisheries,41.380007,-71.516065,22.8,8,vegetative,0.0625,36,9.23,30.96,,
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,1,reproductive,0.25,0,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,2,reproductive,0.25,0,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,3,reproductive,0.25,0,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,4,reproductive,0.25,0,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,5,reproductive,0.25,0,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,6,reproductive,0.25,0,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,7,reproductive,0.25,0,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,8,reproductive,0.25,0,NA,NA,5 quads were done (not 8). No YSI water quality was collected.,
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,1,vegetative,0.0625,27,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,2,vegetative,0.0625,42,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,3,vegetative,0.0625,39,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,4,vegetative,0.0625,37,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,5,vegetative,0.0625,24,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,6,vegetative,0.0625,45,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,7,vegetative,0.0625,33,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
7/23/2024,RI,South Kingstown,CL,ES.EF,RI Division of Marine Fisheries,41.380007,-71.516065,NA,8,vegetative,0.0625,19,NA,NA,"No reproductive shoots in quad, lots of wrack. No YSI water quality collected.",
4/24/2025,RI,South Kingstown,CL,TMF,RI Division of Marine Fisheries,41.380007,-71.516065,13.2,1,reproductive,0.25,0,10.84,29.66,"no flowering shoots observed, long veg shoots observed",
4/24/2025,RI,South Kingstown,CL,TMF,RI Division of Marine Fisheries,41.380007,-71.516065,13.2,2,reproductive,0.25,0,10.84,29.66,"no flowering shoots observed, long veg shoots observed",
