date.collected,state,town,site.id,sampler.initials,org.name,latitude,longitude,sea.temperature.C,quadrat.no,shoot.type,quadrat.size,shoot.no,notes
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,3,reproductive,0.25,6,
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,4,reproductive,0.25,4,
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,5,reproductive,0.25,3,Codium and brown algae etc. present in high abundance (50-60% cover)
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,1,vegetative,0.0625,5,
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,2,vegetative,0.0625,11,
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,3,vegetative,0.0625,5,
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,4,vegetative,0.0625,8,
6/13/2024,MA,New Bedford,CC,FS.HC,MA Division of Marine Fisheries,41.595157,-70.911218,18,5,vegetative,0.0625,5,Codium and brown algae etc. present in high abundance (50-60% cover)
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,1,reproductive,0.25,4,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,2,reproductive,0.25,0,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,3,reproductive,0.25,2,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,4,reproductive,0.25,3,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,5,reproductive,0.25,2,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,1,vegetative,0.0625,12,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,2,vegetative,0.0625,8,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,3,vegetative,0.0625,11,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,4,vegetative,0.0625,22,
6/28/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,17.7,5,vegetative,0.0625,9,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,1,reproductive,0.25,3,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,2,reproductive,0.25,7,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,3,reproductive,0.25,6,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,4,reproductive,0.25,5,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,5,reproductive,0.25,2,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,1,vegetative,0.0625,12,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,2,vegetative,0.0625,35,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,3,vegetative,0.0625,40,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,4,vegetative,0.0625,44,
7/15/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,25.5,5,vegetative,0.0625,10,
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,1,reproductive,0.25,0,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,2,reproductive,0.25,0,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,3,reproductive,0.25,3,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,4,reproductive,0.25,3,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,5,reproductive,0.25,3,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,1,vegetative,0.0625,60,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,2,vegetative,0.0625,50,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,3,vegetative,0.0625,48,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,4,vegetative,0.0625,43,not able to find hobo
7/25/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,23.2,5,vegetative,0.0625,54,not able to find hobo
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,1,reproductive,0.25,1,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,2,reproductive,0.25,3,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,3,reproductive,0.25,4,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,4,reproductive,0.25,2,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,5,reproductive,0.25,3,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,1,vegetative,0.0625,20,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,2,vegetative,0.0625,23,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,3,vegetative,0.0625,17,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,4,vegetative,0.0625,22,
8/8/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,22.5,5,vegetative,0.0625,31,
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,1,reproductive,0.25,1,Reproductive shoots are extremely degraded but they are rooted.
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,2,reproductive,0.25,0,Reproductive shoots are extremely degraded but they are rooted.
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,3,reproductive,0.25,6,Reproductive shoots are extremely degraded but they are rooted.Saw two that had green spathes at the end of the degraded shoot.
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,4,reproductive,0.25,7,Reproductive shoots are extremely degraded but they are rooted.
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,5,reproductive,0.25,1,Reproductive shoots are extremely degraded but they are rooted.
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,1,vegetative,0.0625,15,
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,2,vegetative,0.0625,12,
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,3,vegetative,0.0625,17,
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,4,vegetative,0.0625,18,
8/23/2024,MA,New Bedford,CC,TP.HC,MA Division of Marine Fisheries,41.595157,-70.911218,20.6,5,vegetative,0.0625,15,
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,1,reproductive,0.25,0,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,2,reproductive,0.25,0,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,3,reproductive,0.25,0,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,4,reproductive,0.25,0,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,5,reproductive,0.25,1,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,1,vegetative,0.0625,3,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,2,vegetative,0.0625,18,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,3,vegetative,0.0625,8,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,4,vegetative,0.0625,12,NA
4/28/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,13,5,vegetative,0.0625,19,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,1,reproductive,0.25,3,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,2,reproductive,0.25,6,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,3,reproductive,0.25,8,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,4,reproductive,0.25,2,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,5,reproductive,0.25,1,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,1,vegetative,0.0625,16,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,2,vegetative,0.0625,21,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,3,vegetative,0.0625,22,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,4,vegetative,0.0625,22,NA
5/13/2025,MA,New Bedford,CC,TP.FS,MA Division of Marine Fisheries,41.595157,-70.911218,15.9,5,vegetative,0.0625,12,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,1,reproductive,0.25,6,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,2,reproductive,0.25,10,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,3,reproductive,0.25,3,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,4,reproductive,0.25,4,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,5,reproductive,0.25,4,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,1,vegetative,0.0625,17,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,2,vegetative,0.0625,15,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,3,vegetative,0.0625,13,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,4,vegetative,0.0625,8,NA
5/27/2025,MA,New Bedford,CC,TP.PB,MA Division of Marine Fisheries,41.595157,-70.911218,17.2,5,vegetative,0.0625,9,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,1,reproductive,0.25,3,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,3,reproductive,0.25,2,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,4,reproductive,0.25,4,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,5,reproductive,0.25,3,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,2,reproductive ,0.25,7,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,1,vegetative,0.0625,10,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,2,vegetative,0.0625,7,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,3,vegetative,0.0625,10,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,4,vegetative,0.0625,21,NA
6/12/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,21.2,5,vegetative,0.0625,20,NA
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,1,reproductive,0.25,8,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,2,reproductive,0.25,9,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,3,reproductive,0.25,10,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,4,reproductive,0.25,1,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,5,reproductive,0.25,6,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,1,vegetative,0.0625,15,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,2,vegetative,0.0625,20,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,3,vegetative,0.0625,16,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,4,vegetative,0.0625,21,very little biofouling
6/18/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,18.9,5,vegetative,0.0625,12,very little biofouling
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,1,reproductive,0.25,8,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,2,reproductive,0.25,10,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,3,reproductive,0.25,3,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,4,reproductive,0.25,5,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,5,reproductive,0.25,3,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,1,vegetative,0.0625,23,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,2,vegetative,0.0625,22,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,3,vegetative,0.0625,16,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,4,vegetative,0.0625,18,NA
6/27/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.8,5,vegetative,0.0625,20,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,1,reproductive ,0.25,8,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,2,reproductive ,0.25,5,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,3,reproductive ,0.25,1,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,4,reproductive ,0.25,5,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,5,reproductive ,0.25,7,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,1,vegetative,0.0625,22,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,2,vegetative,0.0625,23,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,3,vegetative,0.0625,16,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,4,vegetative,0.0625,20,NA
6/30/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,23.8,5,vegetative,0.0625,23,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,1,reproductive ,0.25,9,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,2,reproductive ,0.25,3,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,3,reproductive ,0.25,5,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,4,reproductive ,0.25,0,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,5,reproductive ,0.25,4,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,1,vegetative,0.0625,22,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,2,vegetative,0.0625,25,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,3,vegetative,0.0625,17,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,4,vegetative,0.0625,14,NA
7/16/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,27.8,5,vegetative,0.0625,12,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,1,reproductive ,0.25,5,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,2,reproductive ,0.25,2,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,3,reproductive ,0.25,0,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,4,reproductive ,0.25,4,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,5,reproductive ,0.25,0,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,1,vegetative,0.0625,14,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,2,vegetative,0.0625,25,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,3,vegetative,0.0625,16,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,4,vegetative,0.0625,15,NA
7/24/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.9,5,vegetative,0.0625,15,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,1,reproductive,0.25,2,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,3,reproductive,0.25,3,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,4,reproductive,0.25,2,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,5,reproductive,0.25,1,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,2,reproductive ,0.25,12,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,1,vegetative,0.0625,24,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,2,vegetative,0.0625,18,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,3,vegetative,0.0625,14,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,4,vegetative,0.0625,11,NA
8/6/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,24.1,5,vegetative,0.0625,16,NA
8/20/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.6,1,reproductive ,0.25,4,HOBO was covered by plume of filamentous algae
8/20/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.6,2,reproductive ,0.25,3,HOBO was covered by plume of filamentous algae
8/20/2025,MA,New Bedford,CC,TP.SO,MA Division of Marine Fisheries,41.595157,-70.911218,22.6,3,reproductive ,0.25,2,HOBO was covered by plume of filamentous algae
